realtime,sleep_stage,motor,locomotion,grooming,nestgrooming,nestactivity,rearing,drinking,eating,nesting
2022-10-04 08:31:21.943,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:22.975,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:24.006,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:25.038,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:26.071,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:27.103,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:28.134,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:29.166,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:30.199,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:31.231,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:32.262,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:33.295,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:34.327,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:35.358,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:36.390,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:37.423,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:38.454,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:39.487,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:40.519,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:41.551,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:42.582,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:43.614,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:44.647,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:45.679,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:46.710,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:47.742,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:48.775,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:49.807,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:50.838,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:51.870,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:52.903,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:53.935,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:54.966,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:55.999,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:57.031,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:58.063,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:31:59.094,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:00.126,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:01.159,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:02.191,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:03.222,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:04.254,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:05.287,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:06.319,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:07.350,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:08.382,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:09.415,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:10.447,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:11.478,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:12.510,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:13.543,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:14.575,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:15.606,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:16.638,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:17.671,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:18.703,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:19.735,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:20.769,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:21.799,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:22.831,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:23.862,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:24.894,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:25.927,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:26.959,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:27.990,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:29.022,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:30.055,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:31.087,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:32.118,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:33.150,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:34.183,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:35.215,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:36.247,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:37.278,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:38.311,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:39.343,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:40.374,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:41.406,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:42.439,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:43.471,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:44.502,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:45.534,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:46.567,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:47.598,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:48.631,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:49.663,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:50.695,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:51.726,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:52.758,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:53.791,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:54.823,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:55.854,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:56.886,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:57.919,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:58.951,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:32:59.982,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:01.014,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:02.054,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:03.079,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:04.110,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:05.142,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:06.175,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:07.207,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:08.238,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:09.270,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:10.303,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:11.335,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:12.366,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:13.398,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:14.431,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:15.463,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:16.495,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:17.527,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:18.559,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:19.591,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:20.623,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:21.654,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:22.687,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:23.719,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:24.751,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:25.782,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:26.814,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:27.847,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:28.879,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:29.911,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:30.942,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:31.975,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:33.007,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:34.039,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:35.070,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:36.103,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:37.135,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:38.167,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:39.198,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:40.231,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:41.263,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:42.295,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:43.326,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:44.359,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:45.402,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:46.423,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:47.454,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:48.487,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:49.519,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:50.551,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:51.582,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:52.615,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:53.647,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:54.679,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:55.710,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:56.743,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:57.775,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:58.807,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:33:59.838,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:00.871,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:01.903,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:02.935,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:03.966,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:04.999,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:06.031,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:07.063,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:08.094,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:09.127,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:10.159,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:11.191,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:12.222,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:13.255,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:14.287,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:15.319,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:16.351,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:17.383,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:18.415,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:19.447,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:20.479,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:21.511,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:22.543,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:23.575,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:24.607,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:25.638,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:26.679,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:27.703,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:28.735,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:29.766,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:30.799,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:31.830,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:32.863,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:33.895,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:34.927,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:35.958,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:36.991,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:38.023,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:39.055,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:40.087,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:41.119,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:42.151,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:43.183,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:44.215,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:45.247,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:46.279,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:47.311,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:48.343,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:49.375,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:50.407,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:51.439,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:52.471,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:53.503,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:54.535,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:55.567,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:56.599,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:57.631,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:58.663,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:34:59.694,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:00.727,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:01.759,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:02.791,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:03.822,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:04.855,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:05.886,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:06.936,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:07.951,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:08.983,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:10.014,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:11.047,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:12.079,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:13.111,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:14.142,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:15.175,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:16.207,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:17.239,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:18.270,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:19.303,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:20.335,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:21.367,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:22.398,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:23.431,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:24.463,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:25.495,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:26.526,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:27.559,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:28.591,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:29.623,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:30.654,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:31.687,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:32.719,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:33.751,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:34.782,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:35.815,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:36.847,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:37.879,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:38.910,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:39.943,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:40.975,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:42.007,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:43.038,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:44.071,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:45.103,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:46.135,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:47.166,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:48.209,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:49.231,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:50.263,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:51.295,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:52.327,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:53.359,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:54.391,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:55.423,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:56.455,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:57.487,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:58.519,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:35:59.551,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:00.583,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:01.615,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:02.647,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:03.679,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:04.711,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:05.743,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:06.775,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:07.807,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:08.839,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:09.871,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:10.903,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:11.935,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:12.967,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:13.999,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:15.031,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:16.063,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:17.095,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:18.127,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:19.159,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:20.191,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:21.223,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:22.255,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:23.287,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:24.319,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:25.351,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:26.383,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:27.415,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:28.447,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:29.479,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:30.511,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:31.543,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:32.575,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:33.607,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:34.639,NR,0,0,0,0,0,0,0,0,0
2022-10-04 08:36:35.670,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:36.703,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:37.735,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:38.767,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:39.798,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:40.831,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:41.863,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:42.895,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:43.926,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:44.959,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:45.991,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:47.023,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:48.055,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:49.087,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:50.119,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:51.151,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:52.183,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:53.215,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:54.247,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:55.279,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:56.311,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:57.343,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:58.375,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:36:59.407,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:37:00.439,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:37:01.471,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:37:02.503,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:37:03.535,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:37:04.567,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:37:05.599,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:37:06.631,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:37:07.663,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:37:08.695,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:37:09.727,W,0,0,0,0,1,0,0,0,0
2022-10-04 08:37:10.759,W,0,0,0,0,1,0,0,0,0
